district,address,title,house_type,area,price,floor,build_time,district_id,update_time,view_num,extra_info,link
海淀区,海淀区67号院13号楼19单元7室,三室一厅 海淀区优质房源,三室两厅,102.9,607.39,11层/共28层,1993年,1002,2025-03-21 21:48:37,2858,近地铁,https://example.com/house/10763
海淀区,海淀区43号院29号楼20单元32室,三室一厅 海淀区优质房源,一室一厅,124.7,1426.89,3层/共18层,2005年,1002,2025-04-01 21:48:37,4155,电梯房,https://example.com/house/10764
朝阳区,朝阳区72号院9号楼14单元48室,三室两厅 朝阳区优质房源,两室两厅,147.7,1139.18,11层/共10层,2013年,1001,2025-05-02 21:48:37,4283,南北通透,https://example.com/house/10765
西城区,西城区68号院14号楼6单元83室,两室两厅 西城区优质房源,一室一厅,90.2,1138.07,24层/共15层,2008年,1004,2025-05-01 21:48:37,3832,精装修,https://example.com/house/10766
东城区,东城区91号院22号楼7单元54室,三室一厅 东城区优质房源,三室两厅,151.6,1226.02,12层/共17层,2016年,1005,2025-03-11 21:48:37,4834,精装修,https://example.com/house/10767
东城区,东城区63号院6号楼6单元37室,三室一厅 东城区优质房源,两室一厅,101.1,247.88,15层/共25层,2011年,1005,2025-10-18 21:48:37,4283,带车位,https://example.com/house/10768
昌平区,昌平区47号院17号楼4单元24室,三室两厅 昌平区优质房源,两室两厅,190.3,1352.07,8层/共18层,2020年,1006,2025-03-17 21:48:37,2798,带车位,https://example.com/house/10769
西城区,西城区33号院5号楼13单元3室,三室两厅 西城区优质房源,两室一厅,171.4,963.96,13层/共23层,2014年,1004,2025-05-14 21:48:37,106,电梯房,https://example.com/house/10770
昌平区,昌平区76号院8号楼14单元61室,一室一厅 昌平区优质房源,四室两厅,67.7,304.09,21层/共23层,2006年,1006,2025-08-19 21:48:37,3104,近地铁,https://example.com/house/10771
朝阳区,朝阳区31号院13号楼2单元23室,两室两厅 朝阳区优质房源,四室两厅,129.7,1236.87,14层/共19层,2019年,1001,2025-10-04 21:48:37,3650,电梯房,https://example.com/house/10772
东城区,东城区41号院1号楼2单元62室,一室一厅 东城区优质房源,两室两厅,62.6,1127.93,17层/共27层,1997年,1005,2025-05-07 21:48:37,3992,近地铁,https://example.com/house/10773
朝阳区,朝阳区42号院28号楼2单元12室,三室一厅 朝阳区优质房源,两室两厅,89.8,1193.72,27层/共17层,2001年,1001,2026-01-05 21:48:37,627,学区房,https://example.com/house/10774
海淀区,海淀区41号院21号楼3单元97室,三室一厅 海淀区优质房源,两室一厅,119.8,271.07,22层/共24层,2020年,1002,2025-11-08 21:48:37,2413,电梯房,https://example.com/house/10775
顺义区,顺义区15号院1号楼2单元42室,一室一厅 顺义区优质房源,两室一厅,164.9,946.42,18层/共20层,2015年,1007,2026-03-03 21:48:37,714,带车位,https://example.com/house/10776
顺义区,顺义区43号院29号楼13单元47室,两室一厅 顺义区优质房源,一室一厅,187.0,291.25,11层/共18层,2011年,1007,2025-10-01 21:48:37,1923,带车位,https://example.com/house/10777
西城区,西城区45号院13号楼16单元72室,两室一厅 西城区优质房源,两室一厅,161.2,272.65,29层/共14层,2005年,1004,2025-11-25 21:48:37,2574,南北通透,https://example.com/house/10778
丰台区,丰台区74号院16号楼3单元69室,一室一厅 丰台区优质房源,两室两厅,99.7,654.15,8层/共21层,2015年,1003,2025-09-15 21:48:37,4692,电梯房,https://example.com/house/10779
西城区,西城区83号院11号楼18单元75室,三室一厅 西城区优质房源,两室一厅,166.0,650.95,22层/共14层,2019年,1004,2025-03-16 21:48:37,40,带车位,https://example.com/house/10780
顺义区,顺义区46号院19号楼3单元90室,一室一厅 顺义区优质房源,四室两厅,57.8,719.0,15层/共30层,2000年,1007,2025-10-31 21:48:37,2933,电梯房,https://example.com/house/10781
朝阳区,朝阳区59号院24号楼18单元16室,三室两厅 朝阳区优质房源,两室两厅,95.7,1333.29,28层/共12层,1999年,1001,2025-06-22 21:48:37,1998,电梯房,https://example.com/house/10782
顺义区,顺义区66号院23号楼17单元21室,两室一厅 顺义区优质房源,两室两厅,154.5,1206.45,17层/共32层,2004年,1007,2025-06-02 21:48:37,4884,精装修,https://example.com/house/10783
西城区,西城区5号院3号楼12单元23室,四室两厅 西城区优质房源,三室一厅,134.7,1138.3,15层/共20层,2002年,1004,2025-08-12 21:48:37,4999,电梯房,https://example.com/house/10784
昌平区,昌平区56号院24号楼2单元89室,一室一厅 昌平区优质房源,四室两厅,147.6,922.48,4层/共16层,1990年,1006,2025-08-04 21:48:37,4300,带车位,https://example.com/house/10785
顺义区,顺义区86号院13号楼11单元23室,三室两厅 顺义区优质房源,三室一厅,150.6,999.26,20层/共14层,1993年,1007,2025-08-07 21:48:37,3140,学区房,https://example.com/house/10786
西城区,西城区85号院28号楼20单元47室,一室一厅 西城区优质房源,四室两厅,75.1,1226.7,1层/共18层,2003年,1004,2025-06-25 21:48:37,4366,精装修,https://example.com/house/10787
西城区,西城区33号院5号楼8单元28室,三室一厅 西城区优质房源,四室两厅,158.8,682.78,7层/共16层,1992年,1004,2025-09-05 21:48:37,4138,近地铁,https://example.com/house/10788
顺义区,顺义区2号院30号楼13单元12室,两室两厅 顺义区优质房源,两室两厅,135.6,1173.51,11层/共30层,1990年,1007,2025-12-06 21:48:37,2249,带车位,https://example.com/house/10789
昌平区,昌平区80号院30号楼3单元73室,两室一厅 昌平区优质房源,三室一厅,182.1,422.72,20层/共23层,2005年,1006,2025-07-20 21:48:37,3978,带车位,https://example.com/house/10790
西城区,西城区1号院3号楼12单元11室,三室一厅 西城区优质房源,一室一厅,129.1,348.94,8层/共33层,2017年,1004,2025-08-17 21:48:37,553,学区房,https://example.com/house/10791
顺义区,顺义区63号院1号楼14单元97室,一室一厅 顺义区优质房源,四室两厅,150.0,1401.69,25层/共12层,2019年,1007,2025-05-06 21:48:37,4378,带车位,https://example.com/house/10792
顺义区,顺义区13号院1号楼12单元79室,三室一厅 顺义区优质房源,两室一厅,164.3,1248.31,11层/共16层,1997年,1007,2025-04-08 21:48:37,141,学区房,https://example.com/house/10793
昌平区,昌平区4号院21号楼20单元31室,两室两厅 昌平区优质房源,三室两厅,65.1,1343.84,12层/共32层,2016年,1006,2025-10-06 21:48:37,2444,近地铁,https://example.com/house/10794
海淀区,海淀区54号院30号楼6单元63室,一室一厅 海淀区优质房源,三室两厅,147.0,519.66,24层/共24层,2006年,1002,2026-01-16 21:48:37,4492,带车位,https://example.com/house/10795
东城区,东城区60号院27号楼2单元52室,三室两厅 东城区优质房源,两室一厅,118.7,1431.88,27层/共26层,2001年,1005,2025-11-01 21:48:37,2943,学区房,https://example.com/house/10796
海淀区,海淀区84号院12号楼18单元56室,四室两厅 海淀区优质房源,四室两厅,134.0,1155.26,20层/共10层,2007年,1002,2026-01-22 21:48:37,3361,带车位,https://example.com/house/10797
顺义区,顺义区10号院30号楼10单元66室,三室两厅 顺义区优质房源,四室两厅,53.1,1438.87,5层/共21层,2004年,1007,2025-10-25 21:48:37,4363,近地铁,https://example.com/house/10798
昌平区,昌平区13号院4号楼11单元63室,两室一厅 昌平区优质房源,一室一厅,134.6,215.04,3层/共10层,2020年,1006,2025-04-03 21:48:37,2663,学区房,https://example.com/house/10799
顺义区,顺义区62号院20号楼13单元87室,三室一厅 顺义区优质房源,三室两厅,144.5,540.39,6层/共16层,2014年,1007,2025-07-26 21:48:37,2566,精装修,https://example.com/house/10800
昌平区,昌平区81号院25号楼6单元10室,三室一厅 昌平区优质房源,四室两厅,150.3,1298.89,13层/共30层,1995年,1006,2026-01-30 21:48:37,387,精装修,https://example.com/house/10801
西城区,西城区85号院28号楼14单元25室,一室一厅 西城区优质房源,两室一厅,106.7,807.78,29层/共10层,1990年,1004,2025-10-26 21:48:37,4378,带车位,https://example.com/house/10802
顺义区,顺义区43号院28号楼3单元67室,两室一厅 顺义区优质房源,两室一厅,156.8,1416.3,32层/共30层,2019年,1007,2026-01-15 21:48:37,3865,近地铁,https://example.com/house/10803
朝阳区,朝阳区23号院29号楼5单元72室,三室一厅 朝阳区优质房源,四室两厅,82.8,1235.53,10层/共19层,1996年,1001,2026-02-16 21:48:37,4253,南北通透,https://example.com/house/10804
丰台区,丰台区24号院23号楼6单元53室,四室两厅 丰台区优质房源,两室两厅,63.1,1274.68,11层/共32层,2012年,1003,2025-08-19 21:48:37,4630,电梯房,https://example.com/house/10805
海淀区,海淀区96号院13号楼2单元72室,三室一厅 海淀区优质房源,两室一厅,108.1,1473.76,5层/共26层,2015年,1002,2025-12-06 21:48:37,104,精装修,https://example.com/house/10806
东城区,东城区25号院4号楼19单元60室,两室两厅 东城区优质房源,一室一厅,191.1,574.35,11层/共28层,2007年,1005,2025-10-17 21:48:37,4682,学区房,https://example.com/house/10807
朝阳区,朝阳区45号院16号楼3单元16室,四室两厅 朝阳区优质房源,四室两厅,158.2,1253.65,11层/共10层,2007年,1001,2025-03-30 21:48:37,3803,学区房,https://example.com/house/10808
顺义区,顺义区10号院11号楼20单元40室,一室一厅 顺义区优质房源,两室一厅,193.4,293.85,25层/共27层,2007年,1007,2026-02-02 21:48:37,3515,近地铁,https://example.com/house/10809
东城区,东城区28号院22号楼20单元35室,两室两厅 东城区优质房源,三室一厅,139.0,1284.5,19层/共27层,2020年,1005,2025-09-07 21:48:37,2066,电梯房,https://example.com/house/10810
顺义区,顺义区19号院28号楼3单元5室,三室一厅 顺义区优质房源,四室两厅,160.5,1232.35,5层/共16层,2009年,1007,2025-04-26 21:48:37,2010,近地铁,https://example.com/house/10811
顺义区,顺义区9号院28号楼15单元94室,三室两厅 顺义区优质房源,一室一厅,68.5,619.71,25层/共20层,2006年,1007,2025-10-13 21:48:37,3477,近地铁,https://example.com/house/10812
西城区,西城区69号院6号楼18单元25室,一室一厅 西城区优质房源,四室两厅,90.9,1236.5,9层/共32层,2017年,1004,2025-05-22 21:48:37,2673,电梯房,https://example.com/house/10813
丰台区,丰台区45号院1号楼6单元40室,一室一厅 丰台区优质房源,两室一厅,97.3,637.72,15层/共29层,1996年,1003,2025-08-16 21:48:37,3449,南北通透,https://example.com/house/10814
朝阳区,朝阳区39号院4号楼4单元29室,三室两厅 朝阳区优质房源,一室一厅,82.5,873.62,33层/共30层,1993年,1001,2025-05-12 21:48:37,962,学区房,https://example.com/house/10815
西城区,西城区71号院24号楼4单元46室,两室一厅 西城区优质房源,三室两厅,60.3,1468.28,21层/共13层,2018年,1004,2025-12-18 21:48:37,1482,学区房,https://example.com/house/10816
朝阳区,朝阳区58号院28号楼8单元19室,一室一厅 朝阳区优质房源,两室一厅,79.6,259.75,15层/共25层,2008年,1001,2025-10-25 21:48:37,3009,近地铁,https://example.com/house/10817
朝阳区,朝阳区42号院20号楼7单元14室,两室一厅 朝阳区优质房源,四室两厅,144.4,272.01,3层/共12层,1995年,1001,2025-06-10 21:48:37,4649,近地铁,https://example.com/house/10818
东城区,东城区14号院8号楼14单元30室,两室一厅 东城区优质房源,三室一厅,61.1,964.47,1层/共12层,1998年,1005,2026-03-01 21:48:37,3761,南北通透,https://example.com/house/10819
顺义区,顺义区64号院13号楼19单元49室,三室一厅 顺义区优质房源,三室一厅,170.1,1326.83,23层/共23层,2011年,1007,2025-12-26 21:48:37,1481,精装修,https://example.com/house/10820
西城区,西城区92号院2号楼14单元45室,四室两厅 西城区优质房源,两室一厅,176.5,912.56,8层/共14层,2002年,1004,2025-11-13 21:48:37,4101,南北通透,https://example.com/house/10821
东城区,东城区17号院9号楼10单元44室,一室一厅 东城区优质房源,两室一厅,157.0,1372.95,28层/共27层,1997年,1005,2025-08-27 21:48:37,262,带车位,https://example.com/house/10822
朝阳区,朝阳区5号院10号楼7单元11室,三室两厅 朝阳区优质房源,两室一厅,126.6,801.42,8层/共18层,1991年,1001,2025-11-13 21:48:37,2606,精装修,https://example.com/house/10823
西城区,西城区92号院30号楼4单元98室,两室一厅 西城区优质房源,四室两厅,116.3,967.62,9层/共23层,1991年,1004,2025-05-22 21:48:37,3275,学区房,https://example.com/house/10824
东城区,东城区73号院5号楼3单元27室,三室一厅 东城区优质房源,三室两厅,132.3,1283.61,10层/共25层,2009年,1005,2025-12-29 21:48:37,1708,电梯房,https://example.com/house/10825
朝阳区,朝阳区11号院7号楼14单元32室,四室两厅 朝阳区优质房源,两室一厅,142.6,373.39,23层/共19层,2003年,1001,2025-12-29 21:48:37,3867,精装修,https://example.com/house/10826
西城区,西城区13号院16号楼7单元8室,两室两厅 西城区优质房源,三室一厅,115.7,959.21,31层/共11层,2015年,1004,2025-03-25 21:48:37,2998,学区房,https://example.com/house/10827
东城区,东城区36号院14号楼14单元31室,三室一厅 东城区优质房源,三室两厅,192.5,609.41,12层/共29层,2011年,1005,2025-12-05 21:48:37,3334,电梯房,https://example.com/house/10828
顺义区,顺义区96号院30号楼9单元40室,一室一厅 顺义区优质房源,三室两厅,119.3,944.11,8层/共10层,1997年,1007,2025-10-14 21:48:37,2882,带车位,https://example.com/house/10829
东城区,东城区21号院8号楼6单元75室,三室一厅 东城区优质房源,四室两厅,103.1,996.46,32层/共32层,2007年,1005,2025-09-14 21:48:37,2816,电梯房,https://example.com/house/10830
昌平区,昌平区54号院17号楼11单元49室,两室一厅 昌平区优质房源,两室一厅,191.0,856.86,27层/共21层,1990年,1006,2026-02-02 21:48:37,819,电梯房,https://example.com/house/10831
西城区,西城区90号院3号楼1单元27室,一室一厅 西城区优质房源,三室两厅,114.2,807.0,2层/共26层,1994年,1004,2025-08-25 21:48:37,321,电梯房,https://example.com/house/10832
顺义区,顺义区64号院10号楼1单元38室,四室两厅 顺义区优质房源,三室一厅,199.6,322.07,18层/共15层,2011年,1007,2025-10-16 21:48:37,815,带车位,https://example.com/house/10833
西城区,西城区90号院24号楼4单元9室,三室两厅 西城区优质房源,两室一厅,113.4,464.76,12层/共23层,2006年,1004,2025-07-02 21:48:37,2199,带车位,https://example.com/house/10834
丰台区,丰台区76号院24号楼7单元14室,三室两厅 丰台区优质房源,三室两厅,125.5,366.33,11层/共15层,2012年,1003,2025-03-27 21:48:37,2366,近地铁,https://example.com/house/10835
昌平区,昌平区89号院20号楼17单元69室,四室两厅 昌平区优质房源,两室一厅,109.1,1303.19,10层/共21层,2003年,1006,2025-08-02 21:48:37,2669,电梯房,https://example.com/house/10836
顺义区,顺义区42号院27号楼13单元48室,三室一厅 顺义区优质房源,两室一厅,177.1,1218.78,18层/共10层,1995年,1007,2025-10-16 21:48:37,3961,南北通透,https://example.com/house/10837
昌平区,昌平区27号院25号楼14单元26室,一室一厅 昌平区优质房源,四室两厅,68.1,1440.66,29层/共16层,1991年,1006,2026-01-04 21:48:37,3906,学区房,https://example.com/house/10838
顺义区,顺义区42号院26号楼7单元19室,两室两厅 顺义区优质房源,一室一厅,180.4,856.93,7层/共16层,2007年,1007,2025-05-13 21:48:37,4033,带车位,https://example.com/house/10839
昌平区,昌平区92号院3号楼20单元55室,三室一厅 昌平区优质房源,三室两厅,90.1,1332.5,21层/共11层,2004年,1006,2025-05-06 21:48:37,2549,带车位,https://example.com/house/10840
顺义区,顺义区5号院21号楼16单元13室,四室两厅 顺义区优质房源,两室一厅,71.7,1412.82,24层/共24层,1998年,1007,2025-12-18 21:48:37,4361,精装修,https://example.com/house/10841
东城区,东城区22号院6号楼3单元86室,三室两厅 东城区优质房源,三室两厅,168.2,1112.23,15层/共23层,1998年,1005,2025-04-04 21:48:37,2233,南北通透,https://example.com/house/10842
东城区,东城区2号院12号楼2单元82室,三室一厅 东城区优质房源,三室一厅,85.6,347.55,14层/共24层,1990年,1005,2025-10-05 21:48:37,40,精装修,https://example.com/house/10843
顺义区,顺义区83号院13号楼3单元94室,三室两厅 顺义区优质房源,三室两厅,188.0,396.03,2层/共17层,2012年,1007,2026-01-29 21:48:37,2092,南北通透,https://example.com/house/10844
丰台区,丰台区33号院16号楼6单元89室,四室两厅 丰台区优质房源,三室两厅,96.1,620.1,33层/共17层,2012年,1003,2025-04-27 21:48:37,40,近地铁,https://example.com/house/10845
丰台区,丰台区92号院26号楼13单元70室,三室两厅 丰台区优质房源,四室两厅,179.3,485.62,15层/共33层,2015年,1003,2026-01-23 21:48:37,1205,精装修,https://example.com/house/10846
顺义区,顺义区4号院28号楼20单元72室,两室两厅 顺义区优质房源,两室两厅,130.5,685.23,26层/共19层,2005年,1007,2025-09-14 21:48:37,3161,电梯房,https://example.com/house/10847
丰台区,丰台区24号院14号楼4单元68室,三室两厅 丰台区优质房源,两室两厅,85.5,401.54,21层/共14层,2010年,1003,2025-12-12 21:48:37,4477,电梯房,https://example.com/house/10848
顺义区,顺义区65号院17号楼7单元42室,两室一厅 顺义区优质房源,四室两厅,54.0,1389.58,31层/共17层,2006年,1007,2026-01-20 21:48:37,234,带车位,https://example.com/house/10849
昌平区,昌平区19号院10号楼4单元91室,两室一厅 昌平区优质房源,四室两厅,107.5,403.45,12层/共22层,2001年,1006,2026-01-29 21:48:37,4212,精装修,https://example.com/house/10850
顺义区,顺义区91号院29号楼2单元53室,两室两厅 顺义区优质房源,三室一厅,151.0,234.49,8层/共33层,1995年,1007,2026-01-28 21:48:37,827,带车位,https://example.com/house/10851
东城区,东城区75号院2号楼20单元78室,三室两厅 东城区优质房源,两室两厅,176.3,506.51,26层/共10层,2016年,1005,2025-10-01 21:48:37,4496,精装修,https://example.com/house/10852
昌平区,昌平区22号院4号楼16单元26室,一室一厅 昌平区优质房源,两室两厅,159.2,1239.53,30层/共27层,2001年,1006,2025-06-04 21:48:37,1809,精装修,https://example.com/house/10853
海淀区,海淀区34号院13号楼3单元96室,两室两厅 海淀区优质房源,三室一厅,63.9,864.19,19层/共17层,2000年,1002,2025-08-10 21:48:37,3147,带车位,https://example.com/house/10854
海淀区,海淀区69号院4号楼6单元6室,四室两厅 海淀区优质房源,一室一厅,125.6,429.66,2层/共13层,2013年,1002,2025-07-29 21:48:37,978,学区房,https://example.com/house/10855
西城区,西城区63号院16号楼10单元33室,三室两厅 西城区优质房源,四室两厅,111.5,682.32,18层/共32层,1993年,1004,2025-11-06 21:48:37,4937,精装修,https://example.com/house/10856
朝阳区,朝阳区36号院11号楼4单元7室,三室一厅 朝阳区优质房源,两室一厅,161.8,874.66,32层/共19层,2015年,1001,2025-03-25 21:48:37,4801,近地铁,https://example.com/house/10857
丰台区,丰台区88号院4号楼15单元25室,两室一厅 丰台区优质房源,一室一厅,167.8,823.58,11层/共20层,2009年,1003,2025-12-10 21:48:37,3700,精装修,https://example.com/house/10858
丰台区,丰台区27号院30号楼4单元90室,两室一厅 丰台区优质房源,两室两厅,157.3,776.45,7层/共14层,2007年,1003,2025-07-28 21:48:37,3966,电梯房,https://example.com/house/10859
西城区,西城区16号院8号楼5单元44室,两室一厅 西城区优质房源,两室一厅,194.0,1139.46,7层/共30层,2016年,1004,2026-01-29 21:48:37,2218,电梯房,https://example.com/house/10860
昌平区,昌平区48号院21号楼13单元24室,一室一厅 昌平区优质房源,三室两厅,95.5,763.69,8层/共32层,1994年,1006,2025-06-11 21:48:37,807,电梯房,https://example.com/house/10861
西城区,西城区71号院12号楼16单元42室,三室一厅 西城区优质房源,四室两厅,185.9,687.02,1层/共25层,2008年,1004,2025-07-07 21:48:37,1784,南北通透,https://example.com/house/10862
西城区,西城区50号院25号楼14单元69室,三室两厅 西城区优质房源,两室一厅,59.6,1363.56,23层/共11层,1999年,1004,2025-10-18 21:48:37,3314,精装修,https://example.com/house/10863
海淀区,海淀区92号院7号楼4单元70室,四室两厅 海淀区优质房源,两室两厅,84.4,205.85,21层/共11层,2008年,1002,2025-04-05 21:48:37,2509,近地铁,https://example.com/house/10864
东城区,东城区61号院22号楼6单元47室,三室一厅 东城区优质房源,三室两厅,98.0,617.42,12层/共21层,2011年,1005,2025-06-27 21:48:37,4851,南北通透,https://example.com/house/10865
顺义区,顺义区13号院25号楼6单元80室,两室两厅 顺义区优质房源,两室两厅,114.2,1079.39,22层/共22层,1995年,1007,2026-02-28 21:48:37,3406,南北通透,https://example.com/house/10866
丰台区,丰台区87号院19号楼11单元78室,两室一厅 丰台区优质房源,两室两厅,165.5,855.21,9层/共15层,2004年,1003,2025-07-10 21:48:37,2274,近地铁,https://example.com/house/10867
东城区,东城区8号院29号楼2单元82室,两室两厅 东城区优质房源,三室一厅,61.9,334.47,7层/共17层,1997年,1005,2025-04-30 21:48:37,1951,电梯房,https://example.com/house/10868
东城区,东城区83号院2号楼20单元95室,三室一厅 东城区优质房源,两室一厅,94.2,1223.99,6层/共15层,1997年,1005,2025-08-16 21:48:37,421,学区房,https://example.com/house/10869
海淀区,海淀区95号院6号楼13单元21室,两室一厅 海淀区优质房源,四室两厅,95.3,447.12,8层/共21层,1992年,1002,2025-04-14 21:48:37,4836,电梯房,https://example.com/house/10870
朝阳区,朝阳区23号院23号楼20单元66室,三室两厅 朝阳区优质房源,四室两厅,157.9,672.91,23层/共28层,1998年,1001,2026-03-01 21:48:37,3600,带车位,https://example.com/house/10871
西城区,西城区18号院19号楼18单元26室,两室一厅 西城区优质房源,三室两厅,138.2,750.68,29层/共19层,1996年,1004,2025-03-19 21:48:37,4460,学区房,https://example.com/house/10872
朝阳区,朝阳区11号院30号楼4单元21室,四室两厅 朝阳区优质房源,三室一厅,68.7,530.08,10层/共19层,2019年,1001,2025-05-07 21:48:37,4721,带车位,https://example.com/house/10873
西城区,西城区15号院30号楼14单元15室,三室一厅 西城区优质房源,三室一厅,75.0,674.22,2层/共32层,2007年,1004,2026-02-09 21:48:37,391,近地铁,https://example.com/house/10874
丰台区,丰台区63号院25号楼16单元7室,两室一厅 丰台区优质房源,四室两厅,153.4,1128.27,15层/共31层,1996年,1003,2025-07-26 21:48:37,3309,电梯房,https://example.com/house/10875
顺义区,顺义区32号院12号楼11单元5室,三室一厅 顺义区优质房源,四室两厅,153.9,1457.18,17层/共29层,2006年,1007,2026-02-03 21:48:37,881,精装修,https://example.com/house/10876
朝阳区,朝阳区57号院29号楼15单元41室,两室一厅 朝阳区优质房源,一室一厅,74.8,316.3,26层/共32层,2019年,1001,2025-10-11 21:48:37,3298,近地铁,https://example.com/house/10877
东城区,东城区96号院9号楼6单元10室,三室一厅 东城区优质房源,两室两厅,68.1,792.17,5层/共19层,2006年,1005,2025-07-08 21:48:37,4729,南北通透,https://example.com/house/10878
海淀区,海淀区62号院10号楼19单元23室,一室一厅 海淀区优质房源,一室一厅,71.1,918.11,3层/共33层,2007年,1002,2025-06-01 21:48:37,2177,电梯房,https://example.com/house/10879
朝阳区,朝阳区87号院18号楼2单元46室,三室一厅 朝阳区优质房源,三室两厅,152.7,849.35,13层/共13层,2012年,1001,2025-08-17 21:48:37,4475,近地铁,https://example.com/house/10880
丰台区,丰台区54号院2号楼5单元90室,两室一厅 丰台区优质房源,两室两厅,97.6,205.93,2层/共12层,1998年,1003,2025-12-18 21:48:37,4873,学区房,https://example.com/house/10881
顺义区,顺义区79号院27号楼1单元28室,三室一厅 顺义区优质房源,三室两厅,72.8,1418.48,5层/共12层,1997年,1007,2025-08-04 21:48:37,4711,近地铁,https://example.com/house/10882
昌平区,昌平区12号院7号楼17单元14室,三室一厅 昌平区优质房源,一室一厅,155.2,292.19,31层/共13层,2007年,1006,2025-05-23 21:48:37,1075,电梯房,https://example.com/house/10883
东城区,东城区68号院1号楼12单元10室,一室一厅 东城区优质房源,两室一厅,57.5,1004.95,16层/共11层,2012年,1005,2025-04-01 21:48:37,1596,南北通透,https://example.com/house/10884
海淀区,海淀区25号院8号楼4单元76室,三室一厅 海淀区优质房源,三室一厅,183.0,578.65,2层/共18层,2002年,1002,2025-10-14 21:48:37,1952,电梯房,https://example.com/house/10885
东城区,东城区68号院21号楼13单元8室,四室两厅 东城区优质房源,两室两厅,98.3,940.85,10层/共23层,2010年,1005,2026-02-15 21:48:37,1591,电梯房,https://example.com/house/10886
丰台区,丰台区85号院7号楼18单元23室,两室一厅 丰台区优质房源,两室两厅,111.7,1461.81,16层/共29层,2017年,1003,2025-06-18 21:48:37,4653,电梯房,https://example.com/house/10887
丰台区,丰台区41号院28号楼12单元6室,三室一厅 丰台区优质房源,三室两厅,119.7,1418.33,19层/共22层,2009年,1003,2025-03-28 21:48:37,3965,近地铁,https://example.com/house/10888
昌平区,昌平区56号院7号楼11单元88室,两室两厅 昌平区优质房源,两室两厅,167.4,1410.94,29层/共12层,1991年,1006,2025-06-05 21:48:37,2090,精装修,https://example.com/house/10889
昌平区,昌平区39号院7号楼3单元36室,三室两厅 昌平区优质房源,一室一厅,68.9,1288.03,7层/共16层,1994年,1006,2025-10-27 21:48:37,4920,带车位,https://example.com/house/10890
丰台区,丰台区61号院11号楼13单元75室,两室一厅 丰台区优质房源,两室一厅,197.4,424.31,11层/共10层,2003年,1003,2025-09-24 21:48:37,1906,精装修,https://example.com/house/10891
朝阳区,朝阳区19号院26号楼16单元45室,三室两厅 朝阳区优质房源,四室两厅,165.7,469.65,8层/共19层,1993年,1001,2025-11-17 21:48:37,3272,学区房,https://example.com/house/10892
顺义区,顺义区68号院27号楼2单元17室,两室两厅 顺义区优质房源,四室两厅,82.4,1428.35,32层/共10层,2013年,1007,2025-04-15 21:48:37,931,学区房,https://example.com/house/10893
丰台区,丰台区88号院7号楼10单元36室,三室一厅 丰台区优质房源,一室一厅,159.4,849.45,13层/共16层,2002年,1003,2025-08-11 21:48:37,1211,南北通透,https://example.com/house/10894
昌平区,昌平区8号院29号楼5单元15室,三室两厅 昌平区优质房源,两室一厅,150.4,1390.42,32层/共25层,2005年,1006,2025-06-08 21:48:37,3289,精装修,https://example.com/house/10895
丰台区,丰台区71号院9号楼17单元67室,三室一厅 丰台区优质房源,三室一厅,77.0,1354.71,25层/共20层,2002年,1003,2025-03-30 21:48:37,1660,带车位,https://example.com/house/10896
朝阳区,朝阳区92号院16号楼12单元47室,三室两厅 朝阳区优质房源,四室两厅,166.5,978.4,1层/共25层,2004年,1001,2025-10-23 21:48:37,1741,近地铁,https://example.com/house/10897
东城区,东城区2号院30号楼9单元40室,两室两厅 东城区优质房源,两室一厅,185.8,456.14,22层/共13层,2006年,1005,2025-09-25 21:48:37,2235,电梯房,https://example.com/house/10898
海淀区,海淀区38号院11号楼15单元48室,两室两厅 海淀区优质房源,两室一厅,74.5,742.43,4层/共30层,2019年,1002,2025-09-20 21:48:37,3873,精装修,https://example.com/house/10899
西城区,西城区76号院4号楼1单元10室,四室两厅 西城区优质房源,两室两厅,129.6,1023.58,25层/共24层,2013年,1004,2025-04-03 21:48:37,2908,电梯房,https://example.com/house/10900
朝阳区,朝阳区47号院29号楼19单元88室,两室一厅 朝阳区优质房源,三室两厅,84.0,236.69,20层/共15层,2002年,1001,2025-05-01 21:48:37,3971,带车位,https://example.com/house/10901
丰台区,丰台区29号院19号楼5单元50室,两室两厅 丰台区优质房源,两室一厅,188.6,1077.89,13层/共16层,1992年,1003,2025-09-06 21:48:37,4511,电梯房,https://example.com/house/10902
东城区,东城区98号院23号楼10单元8室,两室两厅 东城区优质房源,一室一厅,155.7,829.32,32层/共30层,2013年,1005,2025-05-09 21:48:37,1054,南北通透,https://example.com/house/10903
海淀区,海淀区84号院22号楼3单元36室,三室两厅 海淀区优质房源,两室两厅,121.2,287.74,15层/共33层,1991年,1002,2026-02-19 21:48:37,4814,学区房,https://example.com/house/10904
朝阳区,朝阳区2号院25号楼20单元68室,三室两厅 朝阳区优质房源,三室两厅,82.8,1233.45,27层/共16层,1994年,1001,2025-07-07 21:48:37,103,南北通透,https://example.com/house/10905
朝阳区,朝阳区81号院24号楼13单元58室,三室两厅 朝阳区优质房源,一室一厅,182.0,685.45,26层/共26层,2020年,1001,2025-07-30 21:48:37,3199,近地铁,https://example.com/house/10906
东城区,东城区53号院11号楼8单元42室,四室两厅 东城区优质房源,三室一厅,130.7,451.1,33层/共13层,2018年,1005,2025-11-02 21:48:37,4430,近地铁,https://example.com/house/10907
