store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
63907,武汉,网购,男,青年,周间,电子产品,361,1745523.96,174,269,3069.23
84057,深圳,门店购买,女,青年,周末,家居日用,339,14326.79,187,128,55.86
94070,重庆,网购,男,青年,周末,美妆护肤,435,78402.17,121,219,125.16
74441,成都,网购,女,老年,周末,美妆护肤,115,30416.58,71,97,116.18
70174,武汉,门店购买,女,青年,周间,家居日用,162,5014.1,31,32,47.84
62879,重庆,网购,男,中年,周间,美妆护肤,288,37153.85,53,84,258.8
57624,北京,网购,女,青年,周间,运动户外,337,145045.76,94,184,259.53
96364,深圳,网购,女,青年,周间,美妆护肤,268,30786.24,96,180,97.33
74542,广州,门店购买,女,青年,周末,服装鞋帽,62,26951.82,60,110,107.1
34979,成都,网购,女,青年,周末,家居日用,235,58150.81,169,302,65.54
75382,北京,门店购买,男,青年,周间,美妆护肤,248,41138.6,131,91,159.17
26827,上海,自提,女,青年,周间,家居日用,312,9793.45,178,128,45.07
48557,武汉,网购,男,青年,周间,运动户外,281,145174.87,81,142,368.32
91810,杭州,门店购买,女,中年,周末,运动户外,333,58840.53,46,65,444.53
25126,成都,门店购买,女,青年,周间,运动户外,383,197085.9,137,147,572.11
11673,南京,网购,男,青年,周末,运动户外,29,5876.2,7,5,409.31
47567,杭州,网购,男,青年,周间,服装鞋帽,386,3920.99,139,17,100.51
90754,南京,网购,女,青年,周间,运动户外,341,9149.67,13,13,413.15
99803,成都,门店购买,男,青年,周间,服装鞋帽,318,97290.63,200,227,245.77
94886,成都,门店购买,男,中年,周末,食品生鲜,230,1745.96,46,88,11.68
77350,上海,自提,男,青年,周间,服装鞋帽,83,5436.48,75,66,36.23
30290,北京,网购,女,青年,周间,家居日用,405,25626.62,147,282,48.64
51662,南京,网购,男,青年,周末,家居日用,279,9445.56,138,207,16.72
37964,成都,自提,女,青年,周间,美妆护肤,422,41367.18,193,333,62.2
68414,深圳,门店购买,男,老年,周间,家居日用,469,1840.51,30,25,38.08
13238,南京,自提,女,青年,周间,运动户外,99,20265.24,42,66,100.95
80513,南京,网购,男,青年,周末,运动户外,218,12587.13,27,14,459.27
67047,上海,门店购买,男,青年,周间,电子产品,45,2656.95,5,1,997.88
19232,西安,网购,女,青年,周间,运动户外,208,17978.62,111,81,111.42
80101,北京,门店购买,男,中年,周末,运动户外,435,32348.63,19,23,466.72
99899,杭州,门店购买,男,青年,周间,家居日用,203,1769.25,170,16,50.87
27875,重庆,门店购买,女,老年,周末,食品生鲜,347,13032.16,187,332,22.96
82551,南京,网购,男,青年,周间,美妆护肤,281,4416.51,22,20,115.37
55069,深圳,自提,男,青年,周末,美妆护肤,428,8750.94,65,50,87.74
84356,北京,门店购买,女,青年,周末,食品生鲜,344,363.51,18,17,11.07
73857,成都,自提,男,青年,周末,电子产品,146,46352.91,18,13,1551.73
90785,杭州,门店购买,男,青年,周间,食品生鲜,491,673.82,110,44,5.73
39035,重庆,自提,女,青年,周间,家居日用,237,14877.36,115,92,72.14
24264,广州,门店购买,男,中年,周末,美妆护肤,101,4691.64,34,10,266.31
76476,北京,门店购买,女,中年,周末,电子产品,283,695798.75,67,121,1981.53
61445,深圳,门店购买,女,青年,周末,家居日用,187,855.93,129,6,79.09
90482,广州,门店购买,男,青年,周末,美妆护肤,486,35493.11,145,75,210.62
57028,北京,网购,女,青年,周间,食品生鲜,120,312.84,6,11,16.28
57349,重庆,自提,女,中年,周末,运动户外,166,67112.8,27,46,715.0
45847,杭州,门店购买,男,青年,周间,食品生鲜,301,1943.32,168,40,20.06
39215,南京,自提,女,中年,周间,家居日用,406,30259.22,124,228,59.8
28214,武汉,网购,男,青年,周间,服装鞋帽,77,2553.47,24,11,119.59
25509,深圳,自提,女,中年,周间,运动户外,246,52273.52,123,54,478.38
63857,北京,网购,男,青年,周末,服装鞋帽,323,9536.84,132,21,156.25
31802,杭州,网购,女,青年,周末,运动户外,373,208988.78,170,146,522.44
89498,武汉,自提,男,青年,周间,美妆护肤,74,17465.26,24,40,165.64
99861,成都,自提,男,青年,周间,服装鞋帽,56,1198.16,2,4,171.58
99701,重庆,网购,男,青年,周末,美妆护肤,258,10048.6,193,61,82.01
89098,南京,网购,女,青年,周间,电子产品,358,658165.35,136,220,1617.56
59969,成都,门店购买,男,青年,周间,家居日用,393,20596.57,60,117,67.77
81267,重庆,自提,男,青年,周末,美妆护肤,268,4197.41,31,34,61.28
51405,重庆,自提,男,青年,周间,食品生鲜,438,11219.67,138,217,25.0
99208,重庆,网购,女,青年,周间,服装鞋帽,190,80706.09,144,285,168.93
85713,成都,门店购买,女,中年,周末,运动户外,118,112019.59,58,101,386.57
38109,南京,自提,女,中年,周末,服装鞋帽,200,1253.51,163,3,228.55
71822,西安,自提,男,青年,周末,食品生鲜,41,310.46,39,5,35.96
62513,西安,门店购买,女,中年,周末,服装鞋帽,328,9548.32,127,113,46.91
77915,杭州,网购,男,中年,周末,美妆护肤,87,2926.75,87,10,145.31
30636,上海,自提,女,青年,周间,家居日用,301,2185.02,52,67,16.67
21818,南京,自提,女,青年,周间,服装鞋帽,311,27758.31,50,59,222.29
44223,广州,自提,男,青年,周间,食品生鲜,485,2514.91,30,52,18.25
80504,西安,自提,女,老年,周间,服装鞋帽,388,43219.83,87,118,208.39
13584,武汉,网购,女,青年,周末,运动户外,360,62876.34,59,103,358.11
77699,南京,网购,女,青年,周末,家居日用,345,7554.78,192,176,24.87
72463,成都,自提,男,中年,周间,服装鞋帽,485,164747.52,192,350,168.07
36170,深圳,门店购买,男,中年,周末,服装鞋帽,104,6693.83,32,46,48.31
20287,武汉,门店购买,男,中年,周末,家居日用,191,18419.05,159,162,67.72
85303,杭州,自提,男,老年,周间,家居日用,114,7666.67,97,148,23.71
65466,武汉,门店购买,男,青年,周间,运动户外,398,86698.1,45,59,748.65
70302,成都,门店购买,男,青年,周末,家居日用,298,1920.92,26,21,51.09
34530,南京,自提,男,青年,周间,食品生鲜,95,3126.62,64,109,14.64
58799,成都,自提,女,青年,周末,美妆护肤,352,17633.43,59,105,63.98
40907,南京,自提,女,青年,周末,家居日用,413,304.98,3,3,34.6
92660,南京,门店购买,女,中年,周间,食品生鲜,288,1022.4,146,25,20.74
17869,深圳,自提,女,中年,周末,家居日用,382,6121.36,86,67,42.77
43779,成都,网购,女,青年,周末,美妆护肤,295,126023.97,167,333,224.73
47304,成都,自提,女,中年,周间,电子产品,196,663615.11,158,147,2649.85
31964,成都,自提,女,中年,周末,电子产品,83,106129.0,44,30,1754.33
45058,西安,门店购买,女,青年,周间,食品生鲜,383,20761.7,151,267,32.99
34102,北京,网购,男,青年,周末,服装鞋帽,86,1681.86,51,14,69.8
72021,南京,网购,男,中年,周末,电子产品,135,63320.54,40,11,3256.07
50549,深圳,网购,女,青年,周末,服装鞋帽,270,379.06,44,4,38.57
52624,武汉,自提,女,青年,周末,运动户外,277,74241.32,46,76,477.99
93342,西安,自提,女,中年,周间,美妆护肤,117,7638.14,104,23,136.07
44053,广州,自提,男,青年,周末,食品生鲜,147,2129.06,121,137,8.96
72530,杭州,网购,女,中年,周末,电子产品,281,204637.87,96,49,1955.2
61740,深圳,网购,女,中年,周末,食品生鲜,41,1253.43,28,41,16.18
90375,杭州,自提,女,青年,周末,服装鞋帽,70,5212.42,38,15,168.65
45669,西安,自提,男,青年,周末,电子产品,497,32503.13,137,12,895.68
45283,广州,门店购买,女,中年,周末,电子产品,78,23293.78,2,8,1240.61
75325,成都,自提,男,青年,周末,电子产品,137,95584.21,101,19,1783.31
42778,重庆,网购,男,老年,周末,家居日用,395,9945.29,114,64,48.18
70402,上海,门店购买,男,青年,周间,食品生鲜,82,697.48,81,11,29.48
26009,杭州,自提,女,青年,周末,运动户外,112,8182.25,15,8,406.41
31936,杭州,门店购买,男,青年,周末,电子产品,497,125259.19,11,19,2917.76
88146,广州,自提,男,青年,周间,电子产品,352,1313789.98,159,174,4523.45
91937,北京,网购,女,青年,周末,服装鞋帽,250,20184.46,60,41,264.15
55523,武汉,门店购买,男,青年,周间,食品生鲜,371,2422.63,35,33,32.71
67344,南京,自提,女,青年,周末,美妆护肤,179,30258.69,83,120,138.54
82682,广州,网购,男,青年,周间,美妆护肤,188,492.44,117,1,222.48
34318,北京,门店购买,女,中年,周末,食品生鲜,370,683.54,17,25,13.81
82281,广州,门店购买,女,青年,周间,电子产品,50,16060.97,34,9,1037.43
33414,北京,网购,男,青年,周末,电子产品,293,1149521.15,165,199,2644.17
87371,杭州,网购,女,青年,周末,电子产品,477,394307.4,54,84,2661.25
20480,武汉,门店购买,男,青年,周间,食品生鲜,407,2056.1,182,30,26.03
15328,上海,自提,男,中年,周末,电子产品,372,276320.99,60,69,1433.41
96098,深圳,门店购买,男,青年,周间,运动户外,55,77861.69,50,82,477.0
97194,重庆,网购,男,中年,周间,美妆护肤,173,30478.05,169,81,180.6
56179,成都,门店购买,女,中年,周间,运动户外,221,164495.61,186,166,464.69
38039,重庆,门店购买,女,青年,周间,家居日用,492,153.47,102,1,91.3
88087,北京,门店购买,男,老年,周间,电子产品,154,197741.12,57,28,2164.63
46170,南京,门店购买,男,青年,周间,食品生鲜,80,660.63,18,17,18.45
40539,杭州,自提,男,青年,周末,运动户外,40,13167.97,21,31,232.65
85527,上海,门店购买,女,青年,周间,电子产品,400,195325.79,15,30,2632.86
66925,重庆,网购,男,中年,周末,运动户外,399,52991.8,162,196,123.64
51853,南京,门店购买,男,青年,周末,服装鞋帽,26,12683.76,22,26,256.53
85399,南京,网购,男,青年,周间,服装鞋帽,68,3078.45,44,11,146.53
81847,重庆,自提,男,青年,周间,运动户外,67,28739.64,18,31,413.81
95491,西安,网购,男,青年,周间,家居日用,166,2259.98,148,46,20.83
57876,成都,网购,女,青年,周末,食品生鲜,87,5403.83,45,79,36.99
91681,广州,自提,男,中年,周末,服装鞋帽,351,15929.93,96,40,221.36
24728,北京,网购,男,中年,周间,电子产品,176,88508.0,29,20,1357.82
37395,南京,网购,男,青年,周间,美妆护肤,248,33115.29,160,73,227.03
59362,西安,门店购买,男,青年,周末,食品生鲜,103,9875.02,102,179,17.43
95820,北京,网购,女,青年,周间,电子产品,10,21018.17,5,7,1243.71
23055,成都,自提,男,青年,周间,美妆护肤,475,1668.97,183,12,80.21
49967,成都,自提,女,中年,周末,食品生鲜,351,5063.24,91,91,20.63
75700,杭州,网购,女,中年,周末,美妆护肤,486,11183.56,72,58,109.74
96105,广州,网购,女,青年,周末,家居日用,124,4099.96,74,40,40.36
89346,成都,自提,男,青年,周末,美妆护肤,278,55540.38,176,104,209.72
78656,广州,自提,男,青年,周末,食品生鲜,35,431.5,35,16,14.88
29073,北京,自提,女,老年,周间,家居日用,382,7872.41,164,141,19.9
27241,广州,网购,女,青年,周末,美妆护肤,119,5830.9,30,44,42.92
72469,广州,门店购买,女,中年,周间,服装鞋帽,437,35155.98,100,126,97.41
39658,北京,自提,男,中年,周间,服装鞋帽,381,41419.68,172,104,127.38
67577,西安,自提,女,中年,周末,家居日用,208,2933.66,199,22,72.98
51012,重庆,门店购买,男,青年,周间,家居日用,424,945.44,11,8,49.48
15144,南京,自提,男,青年,周间,家居日用,453,8023.75,78,74,46.27
90364,北京,门店购买,男,青年,周间,电子产品,370,154773.81,129,58,1269.24
81618,广州,自提,女,青年,周末,服装鞋帽,233,46869.72,152,104,147.39
52477,广州,门店购买,男,青年,周间,运动户外,186,38061.74,22,34,579.95
77065,西安,网购,女,青年,周末,服装鞋帽,468,64662.5,86,145,249.2
31249,广州,网购,男,青年,周间,运动户外,394,75064.76,115,74,340.09
27245,深圳,网购,女,青年,周间,家居日用,279,1800.59,2,10,66.87
87183,武汉,自提,女,青年,周末,服装鞋帽,452,48663.15,141,143,159.01
37215,北京,网购,男,青年,周间,电子产品,75,69470.94,5,10,2706.12
21495,北京,网购,女,老年,周末,运动户外,146,132512.49,144,91,764.2
57210,北京,网购,女,青年,周间,电子产品,389,1096861.4,110,216,1969.53
27635,上海,门店购买,女,青年,周间,美妆护肤,108,22344.43,90,54,137.7
92441,南京,网购,女,中年,周间,家居日用,312,7994.21,82,67,71.41
56380,广州,门店购买,女,青年,周间,家居日用,414,5495.45,47,79,26.93
35369,北京,网购,男,青年,周末,运动户外,435,102989.74,54,103,424.35
15962,成都,自提,男,青年,周末,运动户外,145,10801.88,66,18,271.25
52457,北京,网购,女,青年,周末,服装鞋帽,100,20563.73,43,44,207.38
72193,北京,门店购买,男,青年,周间,美妆护肤,459,59061.45,86,119,210.53
17342,南京,自提,女,青年,周末,服装鞋帽,296,70686.82,176,170,235.52
56346,上海,网购,女,中年,周间,家居日用,321,10800.68,137,85,52.97
88012,上海,自提,女,中年,周间,家居日用,45,2888.25,32,31,51.13
49666,深圳,门店购买,女,青年,周间,电子产品,399,52614.38,52,12,1348.16
73263,南京,网购,男,青年,周间,运动户外,448,192102.71,135,159,414.4
22878,南京,门店购买,男,青年,周末,家居日用,199,13317.49,183,268,19.54
15771,西安,网购,女,青年,周末,电子产品,267,2144983.73,197,338,1946.63
50913,深圳,自提,男,青年,周间,美妆护肤,164,30353.25,113,172,60.85
45866,上海,网购,男,青年,周间,美妆护肤,164,21192.61,70,37,309.99
85246,深圳,网购,男,青年,周间,美妆护肤,228,669.58,13,5,76.46
16613,上海,自提,男,青年,周间,服装鞋帽,361,104690.82,153,304,174.61
68436,西安,自提,女,青年,周末,运动户外,389,82777.95,172,274,174.27
71039,西安,网购,男,中年,周间,电子产品,234,547025.78,80,120,2663.26
28837,西安,自提,女,青年,周间,食品生鲜,233,153.99,125,8,6.43
72737,武汉,网购,女,中年,周末,美妆护肤,53,23112.41,26,46,199.85
95124,上海,自提,女,青年,周间,服装鞋帽,318,10421.99,63,71,65.28
18658,成都,网购,女,中年,周间,美妆护肤,404,63445.75,88,140,159.49
97766,上海,门店购买,女,青年,周间,食品生鲜,285,767.09,25,29,15.52
19123,西安,网购,女,青年,周末,电子产品,112,261619.2,105,36,4149.4
93379,北京,网购,男,青年,周间,家居日用,316,14487.3,148,229,31.91
51497,杭州,门店购买,女,中年,周间,运动户外,469,22023.54,89,23,462.92
76902,重庆,网购,女,青年,周末,电子产品,361,407199.19,144,184,851.27
14087,深圳,自提,女,青年,周间,家居日用,196,9226.94,112,140,23.2
28228,深圳,门店购买,女,中年,周间,家居日用,79,898.06,37,17,16.99
12058,广州,门店购买,女,青年,周末,电子产品,71,431188.88,54,59,3717.12
65797,西安,网购,女,青年,周间,家居日用,182,2453.07,58,24,30.89
75294,深圳,门店购买,女,青年,周间,电子产品,20,188533.83,19,31,2030.99
73115,上海,网购,女,青年,周末,美妆护肤,456,10934.71,157,46,116.29
96997,上海,门店购买,女,青年,周间,美妆护肤,399,2703.49,3,8,193.24
85230,成都,自提,女,老年,周间,食品生鲜,86,637.13,5,10,33.01
83886,杭州,网购,女,青年,周末,运动户外,150,4150.94,7,5,280.64
20074,杭州,自提,男,青年,周间,食品生鲜,8,263.5,2,10,12.58
29809,武汉,自提,男,青年,周末,家居日用,93,794.56,68,9,28.72
29014,西安,网购,女,中年,周间,家居日用,122,17336.44,85,113,53.73
85727,成都,网购,女,中年,周末,电子产品,86,238966.4,60,52,2035.26
79798,深圳,自提,女,青年,周末,美妆护肤,446,1034.48,112,4,139.45
60070,成都,门店购买,男,青年,周间,家居日用,313,12172.22,167,140,33.05
22881,杭州,门店购买,女,青年,周末,运动户外,345,87593.8,151,100,440.87
33582,成都,门店购买,男,青年,周末,电子产品,211,73963.51,26,34,943.65
38759,杭州,自提,男,青年,周末,电子产品,481,859955.96,153,112,3773.25
25725,上海,门店购买,男,青年,周末,电子产品,357,112684.97,48,33,1701.01
19924,武汉,自提,女,青年,周间,食品生鲜,83,589.61,10,9,27.18
53601,北京,自提,女,青年,周末,家居日用,476,7643.08,52,79,47.76
24212,广州,门店购买,女,青年,周末,家居日用,367,970.01,67,27,11.54
42846,武汉,网购,女,青年,周末,电子产品,341,171495.95,100,69,991.57
61292,西安,网购,女,青年,周间,运动户外,400,17276.03,18,35,205.01
73185,上海,门店购买,女,青年,周间,家居日用,29,1907.36,21,42,20.91
54572,上海,自提,女,青年,周末,美妆护肤,21,4656.99,13,22,107.7
23994,成都,自提,男,中年,周间,运动户外,98,1353.06,18,3,232.69
87718,深圳,自提,女,青年,周间,家居日用,274,181.49,116,5,11.5
15611,重庆,网购,男,中年,周间,运动户外,446,89579.26,138,77,430.32
19441,北京,门店购买,男,青年,周末,家居日用,465,1710.14,159,24,35.25
11882,广州,门店购买,男,中年,周末,家居日用,313,3106.33,44,76,22.29
24965,武汉,门店购买,男,青年,周末,家居日用,173,4245.06,103,84,25.53
81550,广州,自提,男,中年,周末,食品生鲜,33,217.62,8,9,10.27
58487,南京,网购,女,青年,周末,服装鞋帽,52,27315.26,51,81,179.84
12048,武汉,网购,男,青年,周末,运动户外,334,108198.98,152,146,401.84
72391,广州,网购,男,青年,周间,家居日用,123,6020.62,121,45,41.65
33593,武汉,门店购买,男,青年,周间,食品生鲜,215,272.85,2,9,10.16
79494,上海,门店购买,女,中年,周末,家居日用,395,8238.2,161,107,27.57
29558,武汉,自提,男,青年,周末,电子产品,331,208950.34,94,73,1074.56
90847,武汉,网购,男,中年,周末,服装鞋帽,403,4740.15,8,16,95.18
40841,武汉,门店购买,女,青年,周间,服装鞋帽,399,3689.04,29,21,65.2
64079,深圳,自提,男,青年,周间,电子产品,456,110392.8,112,38,1402.66
33338,重庆,自提,男,青年,周末,运动户外,184,33106.25,70,52,197.13
84536,北京,自提,男,青年,周间,家居日用,215,2964.5,44,44,26.18
30550,西安,网购,男,青年,周间,服装鞋帽,303,58987.49,122,215,83.5
66113,深圳,网购,女,青年,周末,美妆护肤,485,40785.9,39,74,234.43
15796,北京,自提,男,青年,周间,家居日用,415,5452.67,179,51,39.79
83202,北京,门店购买,女,中年,周末,食品生鲜,152,6634.34,62,83,24.36
97691,杭州,网购,女,中年,周末,家居日用,238,12681.58,198,71,75.31
58551,武汉,门店购买,男,中年,周末,家居日用,458,20563.85,177,171,46.78
45361,西安,门店购买,男,中年,周末,美妆护肤,451,5506.1,86,15,210.33
57708,北京,网购,女,青年,周末,食品生鲜,188,4259.67,45,83,16.43
36832,广州,自提,男,青年,周间,运动户外,481,397076.3,193,298,680.7
39548,成都,自提,女,青年,周间,食品生鲜,28,224.64,3,6,16.69
79033,上海,自提,女,青年,周间,运动户外,485,15125.23,178,34,251.43
21443,上海,自提,男,青年,周末,电子产品,85,90465.51,36,15,2707.32
36772,南京,门店购买,男,青年,周末,家居日用,178,17716.81,108,114,47.62
34780,上海,网购,男,中年,周间,家居日用,297,23491.22,88,168,55.64
87772,南京,门店购买,女,青年,周末,食品生鲜,88,1394.27,34,30,27.48
16202,广州,自提,女,青年,周末,美妆护肤,474,17727.37,42,69,152.09
97340,广州,网购,男,青年,周间,美妆护肤,65,10113.05,57,34,107.54
14546,成都,自提,男,青年,周末,美妆护肤,155,1256.76,32,4,141.33
29055,武汉,自提,男,青年,周间,运动户外,362,166502.02,76,122,806.42
85199,广州,门店购买,女,青年,周末,运动户外,246,5407.05,11,5,362.34
13250,重庆,门店购买,男,青年,周末,食品生鲜,29,688.0,20,13,19.4
46428,深圳,网购,男,青年,周间,运动户外,344,23520.77,23,33,318.7
89058,西安,门店购买,男,中年,周间,家居日用,76,4590.68,55,48,29.04
55209,成都,自提,女,中年,周末,服装鞋帽,373,94409.25,114,190,268.87
47831,广州,门店购买,女,中年,周间,服装鞋帽,428,6314.78,151,45,54.86
78852,成都,网购,女,青年,周间,运动户外,469,45727.62,70,107,187.46
84437,广州,网购,男,中年,周间,美妆护肤,252,5206.01,11,10,203.65
83306,武汉,网购,男,中年,周末,食品生鲜,154,1839.93,121,32,32.65
64677,广州,自提,男,青年,周间,家居日用,497,3090.75,18,24,60.48
43804,武汉,门店购买,男,青年,周末,食品生鲜,84,367.48,75,15,10.74
27759,成都,网购,男,青年,周间,运动户外,467,7498.57,92,13,264.69
20069,南京,网购,男,中年,周末,美妆护肤,166,19523.42,81,78,127.5
57516,上海,门店购买,女,中年,周末,服装鞋帽,266,39081.53,73,96,172.45
31368,上海,网购,男,青年,周末,美妆护肤,315,142050.64,177,270,270.3
24937,重庆,自提,男,青年,周末,电子产品,246,479346.37,90,80,2047.43
67925,西安,门店购买,女,青年,周间,电子产品,382,35049.66,31,15,1187.65
39697,杭州,网购,男,青年,周末,家居日用,354,2506.47,196,58,23.01
66524,北京,网购,男,青年,周末,家居日用,61,1232.81,59,33,14.59
11346,上海,网购,男,青年,周末,服装鞋帽,344,945.02,90,8,65.41
46356,西安,自提,女,青年,周末,美妆护肤,292,3593.81,18,7,271.58
79315,深圳,门店购买,男,老年,周末,美妆护肤,3,1127.26,3,2,324.73
72221,成都,门店购买,男,青年,周末,服装鞋帽,428,25295.62,91,98,117.26
63422,上海,自提,男,青年,周末,家居日用,391,14300.11,93,181,40.82
20780,成都,自提,男,青年,周间,美妆护肤,377,26039.79,80,114,96.44
66093,深圳,网购,女,中年,周间,服装鞋帽,7,2898.24,6,8,151.76
78506,上海,网购,男,青年,周末,运动户外,474,6055.41,44,9,242.03
36248,西安,自提,男,青年,周间,运动户外,256,82823.57,72,70,639.27
62459,成都,自提,女,老年,周间,服装鞋帽,394,3676.96,117,28,58.67
40254,广州,网购,男,中年,周末,家居日用,348,285.14,7,3,47.88
30019,杭州,门店购买,男,中年,周间,家居日用,104,7253.92,38,64,42.9
55038,南京,门店购买,男,老年,周末,家居日用,451,2662.99,31,25,59.21
68006,武汉,网购,男,青年,周间,运动户外,85,20990.74,63,56,192.93
73891,上海,门店购买,女,青年,周间,家居日用,288,2565.9,41,65,14.96
87469,重庆,门店购买,女,中年,周间,食品生鲜,32,179.33,2,10,9.88
55727,西安,网购,女,青年,周间,食品生鲜,183,1680.23,106,90,6.97
40752,杭州,门店购买,男,中年,周末,食品生鲜,59,179.09,22,11,6.48
70412,重庆,门店购买,女,青年,周间,美妆护肤,12,2756.39,6,7,156.22
22809,武汉,网购,男,青年,周间,服装鞋帽,315,45793.01,77,94,175.63
93288,上海,门店购买,男,青年,周末,食品生鲜,294,6114.61,103,206,15.52
22053,西安,网购,女,青年,周间,家居日用,108,1407.61,45,10,54.97
49309,重庆,门店购买,女,青年,周间,食品生鲜,320,13665.78,132,233,27.23
12438,南京,网购,女,青年,周间,食品生鲜,480,18449.52,164,273,37.56
66849,西安,门店购买,男,青年,周间,家居日用,76,1568.94,31,10,83.1
67067,重庆,自提,男,青年,周间,食品生鲜,422,1330.1,74,42,15.21
63197,深圳,网购,男,青年,周末,食品生鲜,238,11438.5,125,144,33.89
14850,深圳,网购,女,青年,周间,食品生鲜,338,5176.0,141,91,17.78
73680,北京,网购,男,青年,周间,电子产品,462,551391.64,105,94,3318.41
62021,广州,网购,男,青年,周末,美妆护肤,341,64793.46,149,269,136.18
41205,西安,网购,女,青年,周间,运动户外,381,89967.56,61,120,257.37
32957,深圳,自提,女,青年,周末,家居日用,274,34430.55,96,180,75.55
65545,武汉,门店购买,男,老年,周末,食品生鲜,244,12925.47,184,189,20.95
89405,北京,门店购买,男,青年,周末,食品生鲜,283,4522.54,99,80,28.84
99816,上海,门店购买,男,中年,周间,电子产品,466,228081.02,101,66,2007.45
40862,杭州,网购,男,中年,周间,运动户外,209,11937.4,9,9,725.47
74447,武汉,门店购买,女,中年,周间,运动户外,217,12188.3,26,11,500.72
56118,重庆,门店购买,女,青年,周末,电子产品,329,531621.54,165,95,3006.77
27837,北京,自提,男,青年,周间,美妆护肤,43,1438.86,8,6,123.28
95089,广州,门店购买,女,中年,周间,家居日用,245,5127.77,189,69,37.62
52936,杭州,网购,男,青年,周末,家居日用,449,10019.93,97,147,39.84
83207,西安,门店购买,男,中年,周间,服装鞋帽,135,1739.04,44,7,106.5
44099,广州,网购,女,青年,周末,电子产品,368,1455484.34,135,223,3775.68
98291,武汉,网购,男,中年,周末,食品生鲜,148,2299.37,127,98,13.07
88654,深圳,自提,男,青年,周间,服装鞋帽,15,894.52,5,5,77.88
42547,成都,门店购买,女,青年,周间,服装鞋帽,447,37584.76,83,102,189.4
65481,西安,自提,男,青年,周末,电子产品,171,451611.82,61,61,4434.84
97921,西安,门店购买,男,青年,周间,食品生鲜,203,4483.14,172,190,13.39
15390,西安,网购,女,青年,周间,食品生鲜,450,708.12,120,34,10.69
66744,广州,自提,男,青年,周末,家居日用,447,17433.81,72,93,72.15
44500,西安,自提,女,青年,周末,食品生鲜,378,15043.65,126,196,35.82
96169,武汉,网购,男,青年,周末,服装鞋帽,19,2527.78,16,17,65.45
25207,武汉,网购,女,青年,周间,家居日用,253,8379.79,29,55,52.48
55823,上海,网购,女,青年,周末,运动户外,261,52723.64,70,55,567.01
78945,西安,网购,女,中年,周末,家居日用,347,757.1,25,22,17.36
99212,上海,自提,女,青年,周末,食品生鲜,79,89.83,4,2,23.01
72895,武汉,门店购买,女,青年,周末,食品生鲜,497,1164.53,12,21,24.17
84600,广州,网购,男,中年,周间,食品生鲜,409,470.33,15,24,11.48
59989,上海,自提,女,青年,周间,电子产品,11,12075.81,4,3,1693.51
94825,广州,网购,女,青年,周间,运动户外,413,57454.26,80,155,185.21
58163,南京,网购,女,青年,周间,家居日用,138,3806.48,109,24,86.17
90460,广州,自提,女,青年,周间,家居日用,347,12172.8,58,83,50.82
74922,南京,门店购买,男,青年,周间,电子产品,465,189877.57,123,77,834.32
49375,深圳,门店购买,女,青年,周末,美妆护肤,40,1544.97,3,9,73.38
22384,武汉,门店购买,女,青年,周末,美妆护肤,9,1649.48,2,8,73.13
61505,北京,网购,女,中年,周间,食品生鲜,301,14965.13,186,233,27.94
44743,成都,网购,男,青年,周间,运动户外,55,7815.14,28,35,93.44
11743,广州,门店购买,女,青年,周间,运动户外,495,353398.61,191,309,447.0
90837,成都,门店购买,女,中年,周末,服装鞋帽,70,508.01,2,4,38.71
34670,北京,网购,女,青年,周末,家居日用,432,17237.71,161,276,24.37
70742,广州,自提,女,青年,周末,服装鞋帽,379,110539.89,180,228,214.02
68918,西安,网购,男,青年,周间,电子产品,171,11195.33,3,2,2876.8
64484,武汉,门店购买,女,青年,周间,家居日用,263,17356.0,152,250,22.09
12492,重庆,门店购买,女,青年,周间,运动户外,214,25296.76,122,30,490.5
55451,武汉,门店购买,女,青年,周间,运动户外,99,34629.48,61,45,348.06
87025,成都,门店购买,女,青年,周间,运动户外,365,137281.53,100,107,643.98
57219,武汉,网购,男,青年,周末,运动户外,248,10564.58,34,23,221.27
23225,重庆,自提,女,青年,周末,电子产品,184,542802.86,67,92,2079.26
75991,北京,网购,女,青年,周末,电子产品,288,200078.17,58,63,1277.0
56562,北京,门店购买,女,中年,周末,运动户外,26,20651.18,15,26,438.82
24539,上海,门店购买,男,中年,周末,美妆护肤,54,3710.04,11,21,63.89
57400,广州,门店购买,女,中年,周间,运动户外,446,10412.21,26,10,416.89
28058,上海,网购,女,老年,周末,服装鞋帽,428,17638.59,122,88,70.43
44867,成都,门店购买,女,青年,周末,服装鞋帽,386,69937.55,193,272,94.74
66206,重庆,自提,女,老年,周间,电子产品,227,12329.13,38,2,2806.14
19120,上海,自提,女,青年,周末,家居日用,32,1778.99,26,49,20.94
29785,西安,网购,女,青年,周间,运动户外,381,18714.29,81,89,80.73
79178,西安,网购,女,青年,周末,美妆护肤,320,103236.44,159,227,257.55
95033,重庆,网购,女,青年,周间,家居日用,372,7701.19,185,65,54.77
38014,上海,门店购买,女,青年,周末,电子产品,15,130248.62,15,26,1891.65
49838,重庆,门店购买,男,中年,周间,食品生鲜,322,4194.71,130,182,12.15
26351,武汉,自提,男,青年,周末,运动户外,298,355609.39,145,274,480.4
